AccountingFirm,Address,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Chairman,CompanyAbbreviation,CompanyName,Date,DateOfIncorporation,DateOfListing,DeputySpokesperson,EmailAddress,Fax,GeneralManager,IssueShares,Paidin.Capital.NTDollars,ParValueOfCommonStock,PreferredStock.shares,PreparationOfFinancialReportType,PrivateStock.shares,Registration,SecuritiesCompanyCode,SecuritiesIndustryCode,Spokesman,StockTransferAgent,StockTransferAgentAddress,StockTransferAgentTelephone,Symbol,Telephone,TitleOfSpokesman,UnifiedBusinessNo.,WebAddress
眾智聯合會計師事務所,"20 F., No. 175, Zhongzheng 2nd Rd., Lingya Dist., Kaohsiung CityKaohsiung City  , Taiwan, R.O.C.　",游佩靜,王智立,李建賢,中茂,中茂能資系統整合科技(股)公司,1150904,19891213,20010514,卓立,twget@twget.com.tw,(02)26587119,詹益國,13500000,135000000,新台幣                 10.0000元,0,1,9616000,－ ,5205,35,詹益國,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,02-27025000,TWGET　　,(02)2658-7118,總經理,23533366,http://www.twget.com.tw/
建智聯合會計師事務所,"19F.-2,  No. 402, Shizheng Rd,Taichung City, Taiwan R.O.C.",黃堯章,曹永仁,陳丕岳,坤悅,坤悅開發股份有限公司,1150904,19751006,20011008,尤燕莉,service@kunyue.com.tw,(04)2258-6252,陳丕岳,180093375,1800933750,新台幣                 10.0000元,0,1,0,－ ,5206,14,賴志龍,台新證券股務代理部,台北市建國北路1段96號地下一樓,(02)2504-8125,Kunyue,(04)2258-8809,協理,04738240,www.kunyue.com.tw
資誠聯合會計師事務所,"11Fl., 16, Fushan Rd., Beitou Dist.,Taipei City 112037, Taiwan, R.O.C.",林佳鴻,廖福銘,鍾士偉,新鼎,新鼎系統股份有限公司,1150904,19870803,20020225,許郁婉,CTCI.ASI.Spokesman@ctci.com,(02)28357412,謝仁興,28551345,285513450,新台幣                 10.0000元,0,1,0,－ ,5209,20,謝仁興,凱基證券股份有限公司,台北市重慶南路一段二號5樓,(02)2389-2999,CTCI ASI,(02)2785-3839,總經理,22619999,www.asi.ctci.com
國富浩華聯合會計師事務所,"6F.-1, No.358, Sec. 2, Bade Rd., Songshan Dist.Taipei City, Taiwan (R.O.C.)",張亞荃,潘金樹,許榮唐,寶碩,寶碩財務科技股份有限公司,1150904,19881123,20020425,游寶準,cs@mail.apex.com.tw,02-8791-9366,和珮筠,82177779,821777790,新台幣                 10.0000元,0,1,20000000,－ ,5210,30,林秉翰,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,(02)2702-3999,APEX,02-8791-9799,財務會計部協理,23131763,http://www.apex.com.tw
勤業眾信會計師事務所,"7 F,No.47 Lane 2,Sec. 2,Kuang-Fu Rd.Hsinchu, Taiwan R.O.C",&#28201;智源,陳彥君,蔡義泰,蒙恬,蒙恬科技股份有限公司,1150904,19910924,20021223,郭維新,spokesman@penpower.com.tw,03-5716243,洪成安,32024727,320247270,新台幣                 10.0000元,0,1,0,－ ,5211,30,詹榮泉,台新證券股務代理部,台北市建國北路一段96號地下一樓,02-2504-8125,Penpower,03-5722691,財務長,86287778,http://www.penpower.com.tw
安永聯合會計師事務所,"5F.-6, No.8, Taiyuan 1st St.,Zhubei City, Hsinchu County 302, Taiwan",邱琬茹,黃敏如,賴洋助,凌網,凌網科技股份有限公司,1150904,19980703,20030324,鄭安如,judylo@hyweb.com.tw,03-5601297,賴洋助,34633000,346330000,新台幣                 10.0000元,0,1,0,－ ,5212,30,羅玉瑩,台新綜合證券股份有限公司,台北市中山區建國北路1段96號地下1樓,02-25048125,HYWEB　　,03-5601296,副總經理,16541333,www.hyweb.com.tw
安侯建業聯合會計師事務所,"30F., No.555, Siyuan Rd., Xinzhuang Dist., New Taipei City 242034, TaiwanNew Taipei City, Taiwan (R.O.C.)",潘俊名,毛聖崴,姚政岳,亞昕,亞昕國際開發股份有限公司,1150904,19950116,20030424,萬書吟,www.yeashin.com.tw,02-8522-9322,余世浩,721334326,7213343260,新台幣                 10.0000元,0,1,0,－ ,5213,14,沈政毅,兆豐證券股份有限公司,台北市忠孝東路二段95號1樓,02-3393-0898,YeaShin,02-8522-9722,管理部副總,89961389,www.yeashin.com.tw
資誠聯合會計師事務所,"No. 22, Dingping Rd., Su’ao Township, Yilan County 270008 , Taiwan (R.O.C.)Yilan County , Taiwan (R.O.C.)",于智帆,黃世鈞,黃素真,萬達光電,萬達光電科技股份有限公司,1150904,20021118,20180426,葉俊瑋,intl.sales@higgstec.com.tw,03-9907890,范志明,39667000,396670000,新台幣                 10.0000元,0,1,0,－ ,5220,26,鄭勝件,兆豐證券,台北市忠孝東路二段95號,02-33930898,HIGGSTEC,03-9908282,財務長,80082329,www.higgstec.com.tw
資誠聯合會計師事務所,"3 F., No. 558, Fugui Rd., Xinzhuang Dist.,New Taipei City , Taiwan",陳晉昌,廖福銘,許振焜,安力-KY,安力國際股份有限公司,1150904,20100623,20180702,姚立芳,contact@anli-group.com,(02)8522-0759,許振焜,44549781,445497810,新台幣                 10.0000元,0,1,0,KY 開曼群島                                                    ,5223,25,姚立芳,中國信託商業銀行代理部,台北市中正區重慶南路一段八十三號五樓,(02)6636-5566,Anli,(02)8522-7056,財務長,53000726,www.anli-group.com
資誠聯合會計師事務所,"No. 236, Huannan Road,Guanyin District, Taoyuan City",李典易,劉倩瑜,張聖時,立凱-KY,蓋曼群島商立凱電能科技(股)公司,1150904,20071116,20131209,朱瑞陽,ir@alechem.com,03-364-9955,朱瑞陽,96000000,960000000,新台幣                 10.0000元,0,1,7605470,KY 開曼群島                                                    ,5227,28,朱瑞陽,群益金鼎證券(股)公司股務代理部,10601台北市大安區敦化南路二段97號地下二樓,02-27023999,Aleees,03-364-6655,總經理兼投資長,31604336,www.aleees.com
資誠聯合會計師事務所,"No.15, Jingke E. Road, Nantun Dist.,Taichung, Code:40852Taichung, Taiwan",徐建業,賴志維,黃其集,鈺鎧,鈺鎧科技股份有限公司,1150904,19920521,20220520,林杏津,erichuang@maxecho.com.tw,04-2352856,黃其集,38056253,380562530,新台幣                 10.0000元,0,2,0,－ ,5228,28,黃文結,永豐金證券股務代理部,台北市博愛路17號3樓,02-23816288,MAX ECHO,04-23592860,財務部協理,86667046,http://www.maxecho.com.tw
勤業眾信聯合會計師事務所,"15F,NO.655,BANNA RD.,Zhonghe Dist,New Taipei City,Taiwan.",張至誼,洪國田,唐德龍,雷笛克光學,雷笛克光學股份有限公司,1150904,20080327,20120605,鍾曉慧,investor@ledlink-optics.com,02-82276127,唐德龍,55976730,559767300,新台幣                 10.0000元,0,1,0,－ ,5230,26,蘇育平,元大證券(股)公司股務代理部,臺北市大安區敦化南路2段67號地下一樓,02-25865859,Ledlink,02-82276126,總經理室營運副總,28951775,www.ledlink-optics.com
勤業眾信聯合會計師事務所,"NO.8, KEBEI RD. 2SCIENCE PARK, CHU-NAN, MIAOLI COUNTY 350",謝明忠,彭以驊,王鴻鈞,智晶,智晶光電股份有限公司,1150904,20051103,20150525,施均憶,IR@wisechip.com.tw,(037)586566,葉文欽,45127141,451271410,新台幣                 10.0000元,0,1,0,－ ,5245,26,葉文欽,台新證券股務代理部,台北市建國北路一段96號地下一樓,(02)2504-8125,WSI,(037)587168,總經理,28023412,http://www.wisechip.com.tw/
勤業眾信聯合會計師事務所,"3F-3., No. 700, Zhongzheng Rd.,Zhonghe Dist., New Taipei City,Taiwan",黃國寧,黃惠敏,汪攘夷,天鉞電,天鉞電子股份有限公司,1150904,19920523,20121126,李垂拓,speaker@jswpac.com,02-82278583,徐宛瑜,33733377,337333770,新台幣                 10.0000元,0,1,7600000,－ ,5251,26,莊士漢,富邦綜合證券股份有限公司,台北市許昌街17號11樓,02-23611300,JSW,02-82278582,協理,86710851,www.secufirst.com.tw
勤業眾信聯合會計師事務所,"No.9, Fuxing 4th Rd., Qianzhen Dist.,Kaohsiung City 806, Taiwan",吳秋燕,王騰葦,歐陽志宏,智崴,智崴資訊科技股份有限公司,1150904,20011030,20121218,林穗娟,stock@brogent.com,07-5370189,歐陽志宏,73936891,739368910,新台幣                 10.0000元,0,1,0,－ ,5263,32,歐陽志宏,台新證券股務代理部,台北市建國北路1段96號地下一樓,02-25048125,BROGENT,07-5372869,總經理,13158496,https://www.brogent.com/
勤業眾信聯合會計師事務所,"10F., No.18, Taiyuan St.,Zhubei City,Hsinchu County,Taiwan,R.O.C.",邱鏞銘,蔡美貞,曾三田,笙科,笙科電子股份有限公司,1150904,20050923,20130530,李惠鈴,ir@amiccom.com.tw,(03)5601715,林芳利,55276118,552761180,新台幣                 10.0000元,0,2,0,－ ,5272,24,甘繼開,台新綜合證券股份有限公司,台北市中山區建國北路1段96號地下1樓,02-2504-8125,AMICCOM,(03)5601717,處長,27952369,www.amiccom.com.tw
勤業眾信聯合會計師事務所,"4F., No. 1, Sec. 3, Gongdao 5th Rd., East Dist.HSINCHU CITY  TAIWAN",鍾鳴遠,林心彤,林鴻明,信驊,信驊科技股份有限公司,1150904,20041115,20130430,闕汀儀,ir@aspeedtech.com,03-5751183,林鴻明,41582953,415829530,新台幣                 10.0000元,0,1,0,－ ,5274,24,吳俐俐,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,02-66365566,ASPEED,03-5751185,資深經理,27490748,https://www.aspeedtech.com
安侯建業聯合會計師事務所,"3F, No.27 ,Alley 16, Lane 337, Sec.1,Ta-Tung Rd.,New Taipei City 22161, Taiwan",紀孟君,楊樹芝,徐鉦鑑,達輝-KY,達輝股份有限公司,1150904,20111201,20140612,徐盟傑,Service@da-hui.com.tw,02-2649-9679,徐盟傑,39500000,395000000,新台幣                 10.0000元,0,1,0,KY 開曼群島                                                    ,5276,20,王耀鴻,康和綜合證券股份有限公司,台北市信義區基隆路一段176號B1,886-287871888,Da Hui,02-2649-7298,會計主管,38547064,www.da-hui.com.tw
資誠聯合會計師事務所,"5F., No.37, Sec. 3, Roosevelt Rd., Da-an District,Taipei City 106, TaiwanTaipei City , Taiwan",胡智華,徐潔如,舒雨凡,尚凡*,尚凡國際創新科技股份有限公司,1150904,20021007,20130604,林志銘,ir@sunfuntech.com,02-23650112,林志銘,300000000,300000000,新台幣                  1.0000元,0,1,0,－ ,5278,36,張立,富邦綜合證券(股)公司股務代理部,台北市中正區許昌街17號11樓,(02)2361-1300,Sunfun,02-23650103,財務長暨資深副總裁,80283629,www.i-part.com.tw
安侯建業聯合會計師事務所,"10F, NO.12, LANE 609, SEC.5, CHUGSHIN RD.,SANCHONG CITY, TAIPEI TAIWAN R.O.C",羅瑞芝,余聖河,廖世芳,數字,數字科技股份有限公司,1150904,20070123,20140120,游儲宇,ir@addcn.com,(02)2999-6285,吳聰賢,60310550,603105500,新台幣                 10.0000元,0,1,0,－ ,5287,36,吳聰賢,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,(02)2703-5000,ADDCN,(02)2999-5691,總經理,28466605,http://www.addcn.com
資誠聯合會計師事務所,"5F., No.237, Sec. 1, Datong Rd., Xizhi Dist.New Taipei City 221, Taiwan",黃世鈞,涂展源,簡川勝,宜鼎,宜鼎國際股份有限公司,1150904,20050316,20131127,楊馥(王庭),inno_shareholders@innodisk.com,02-77033555,簡川勝,96361617,963616170,新台幣                 10.0000元,0,1,0,－ ,5289,25,郭光耀,凱基證券股份有限公司,台北市重慶南路一段2號5樓,02-23892999,Innodisk,02-77033000,財務主管,27565769,www.innodisk.com
勤業眾信聯合會計師事務所,"No.2,Jhonghua Lane,Shanying Rd.,Gueishan Township,Taoyuan County  Taiwan",翁雅玲,辛宥呈,簡榮坤,邑昇,邑昇實業股份有限公司,1150904,19940322,20141223,吳慧娟,jane@eiso.com.tw,03-3596766,李上治,41890606,418906060,新台幣                 10.0000元,0,1,0,－ ,5291,28,李上治,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,02-27035000,EISO,03-3596066,總經理,84808400,http://www.eiso.com.tw
安侯建業聯合會計師事務所,"4F.-1, No.22, Taiyuan St., Jhubei City,Hsinchu County 30288, Taiwan (R.O.C.)",辛郁婷,區耀軍,李啟隆,杰力,杰力科技股份有限公司,1150904,20080303,20180123,洪宜君,speaker@excelliancemos.com,03-5526158,吳嘉連,50888981,508889810,新台幣                 10.0000元,0,1,15000000,－ ,5299,24,陳倩姮,凱基證券股份有限公司,台北市重慶南路一段2號5樓,(02)23892999,EMC,03-5600689,財務會計主管,28935446,http://www.excelliancemos.com
資信聯合會計師事務所,"6 F., No. 51, Sec. 2, Keelung Rd., Xinyi Dist., Taipei City 110502.Taipei,Taiwan,R.O.C.",黃增國,陳榮華,黃武琦,寶得利,寶得利國際股份有限公司,1150904,19781006,19900625,黃武琦,wayne@cjwtaiwan.com,02-8921-0333,梁哲華,53928846,539288460,新台幣                 10.0000元,0,1,38618417,－ ,5301,16,張瑋瓛,元大證券股份有限公司,106臺北市大安區敦化南路2段67號地下一樓,02-25865859,CJW,02-8921-1333,財務長,30866141,http://www.cjwtaiwan.com/
安永聯合會計師事務所,"NO.1,ALLEY 30,LANE 358,RUEIGUANG  RD. ,NEIHU DISTRICT ,　　　　TAIPEI,TAIWAN,R.O.C.",王慕凡,張巧穎,王國肇,太欣,太欣半導體股份有限公司,1150904,19830608,19910117,陳建興,james_li@stk.com.tw 或jason@stk.com.tw,2659-0077,陳金國,159888349,1598883490,新台幣                 10.0000元,0,1,0,－ ,5302,24,李治宇,群益金鼎證券股份有限公司,北市敦化南路二段97號B2,2702-3999,　STK　,2659-0055,財務處處長,47255828,www.stk.com.tw
資誠聯合會計師事務所,"6F., No.1, Sec. 1, Tiding Blvd., Neihu Dist.,Taipei City, Taiwan (R.O.C.)",徐明釧,支秉鈞,李益仁,系統電,系統電子工業股份有限公司,1150904,19771014,19960318,戴伊瑩,sys5309@sysgration.com,(02)2790-9000,謝東富,230366063,2303660630,新台幣                 10.0000元,0,1,25000000,－ ,5309,28,謝東富,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路一段６號６樓,(02)23836888,SG　,(02)2790-0088,總經理,20768310,www.sysgration.com
安永聯合會計師事務所,"Rm. 2, 8F., No. 81,Sec. 2, Chengde Rd.,Datong DistTaipei, Taiwan, R.O.C.　",陳智忠,余倩如,張申曄,天剛,天剛資訊股份有限公司,1150904,19891228,19960409,陳專興,unitholder@cgs.com.tw,(02)7737-0926,張申曄,28943517,289435170,新台幣                 10.0000元,0,1,6826170,－ ,5310,30,張申曄,統一綜合證券股份有限公司,台北市松山區東興路8號B1,(02)2747-8266,CGS,(02)7737-0927,總經理,23534251,www.cgs.com.tw
安侯建業聯合會計師事務所,"16F,NO.97,Sec.1,Xintai, 5th Rd.,Xizhi Dist.,New Taipei City,Taiwan,R.O.C",陳明輝,寇惠植,蔡國洲,寶島科,寶島光學科技股份有限公司,1150904,19891109,19960525,張耕華,lihui@ms.formosa-opt.com.tw,26971166,蔡宜珊,60059898,600598980,新台幣                 10.0000元,0,1,0,－ ,5312,22,張立徽,台新綜合證券(股)公司股務代理部,台北市中山區建國北路1段96號地下1樓,(02) 25048125,FORMOSA,26972886,財務部副總經理,23530966,www.formosa-optical.com.tw
安侯建業聯合會計師事務所,"No. 248-8, Sec. 2, Yonghua Rd., Anping Distainan City 708 , Taiwan (R.O.C.)　",高鈺倫,陳永祥,張祐銘,世紀*,世紀民生科技股份有限公司,1150904,19910729,19960916,朱麗娟,bigcity_21@yahoo.com.tw,06-2988158,張碩文,292000000,146000000,新台幣                  0.5000元,0,1,0,－ ,5314,20,張碩文,元大證券股份有限公司,臺北市大安區敦化南路2段67號地下一樓,02-25865859,Myson,06-2988158,總經理,22099815,www.myson.com.tw
勤業眾信聯合會計師事務所,"No.12,Chien-Kuo Road,T.T.I.P. Tantzu Dist.,Taichung City 42760, Taiwan R.O.C.",吳麗冬,劉力維,陳江源,光聯,光聯科技股份有限公司,1150904,19900626,19961102,林浩蜂,kellylin@urt.com.tw,04-25313067,葉建文,106351832,1063518320,新台幣                 10.0000元,0,1,0,－ ,5315,26,林珂如,永豐金證券股份有限公司,台北市中正區博愛路17號3樓,02-23816288,　　U.R.T.,04-25314277,行政副總經理,22100405,www.urt.com.tw
國富浩華聯合會計師事務所,"9F., No.29, Ln. 203, Chongyang Rd., Nangang Dist.,TAIPEI CITY 115, TAIWAN R.O.C.",蕭又文,卓慶全,廖承豪,美而快,美而快國際股份有限公司,1150904,19830705,19961230,王明芳,5321ir@urtoday.com,(02)2651-3226,王志仁,59543149,595431490,新台幣                 10.0000元,0,1,6363347,－ ,5321,36,王志仁,群益金鼎證券(股)公司股務代理部,(10601) 台北市大安區敦化南路二段97號B2,(02)27023999,U.R.,(02)2651-8257,總經理,44043132,https://www.unitedrecommend.com/
安侯建業聯合會計師事務所,"8F., No.90, SEC 6, CHUNG-SHAN N. RD　　TAIPEI, TAIWAN R.O.C.　",潘俊名,陳宗哲,許玉山,士開,士林開發股份有限公司,1150904,19840123,19970130,張瑜恬,plmy@sdc.com.tw,(02)2834-0997,林信成,226379090,2263790900,新台幣                 10.0000元,0,1,0,－ ,5324,14,郭穎彥,元大證券股份有限公司,臺北市大安區敦化南路2段67號地下一樓,(02)2586-5859,SDC　,(02)2834-8392,財務部暨會計部協理,05147030,www.sldc.com.tw
安永聯合會計師事務所,"1F.,No.5,Ln.60,Mingui St.,Daliao Dist.,Kaohsiung City 83146,Taiwan(R.O.C.)",李芳文,洪國森,瑞軒科技股份有限公司-代表人吳春發,華容,華容股份有限公司,1150904,19830420,19970828,李承陽,CHOU@HJC.COM.TW,(07)7023910,許志彰,172710724,1727107240,新台幣                 10.0000元,0,1,0,－ ,5328,28,陳淑芬,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,02-23711658,HJC　,(07)7015333,供應鏈管理處協理,76409479,http://www.hjc.com.tw
資誠聯合會計師事務所,"No.277, Ming Fong Rd.,Yang Mei District, Taoyuan City, Taiwan",謝智政,劉倩瑜,吉田浩一,建榮,建榮工業材料股份有限公司,1150904,19920812,19980120,江志雄,IR@baotek.com.tw,03-4759675,石丸久幸,194893964,1948939640,新台幣                 10.0000元,0,2,29000000,－ ,5340,28,劉純珍,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,02-66365566,BAOTEK,03-4754728,副總經理,86691377,http://www.baotek.com.tw
勤業眾信聯合會計師事務所,"NO.9  LI-HSIN RD. V., SCIENCE-BASED INDUSTRIAL PARK,HSIN CHU, TAIWAN, R.O.C.",林心彤,陳彥君,沈炳輝,立衛,立衛科技股份有限公司,1150904,19880401,19980323,江靜儀,25051@mail.vate.com.tw,03-5645515,許文景,79447460,794474600,新台幣                 10.0000元,0,2,0,－ ,5344,24,許文景,中國信託商業銀行股份有限公司,(100)台北市中正區重慶南路一段83號5樓,02-66365566,VATE,03-5770345,總經理,22099316,www.vate.com.tw
安侯建業聯合會計師事務所,"7 F., No. 65, Sec. 3, Nanjing E. Rd., Zhongshan Dist.Taipei City 104107, Taiwan (R.O.C.)",毛聖崴,韓沂璉,王昭卿,馥鴻,馥鴻建設股份有限公司,1150904,19901019,19980323,王昭卿,ira.peng@full-home.com.tw,02-77021636,王昭卿,37795000,377950000,新台幣                 10.0000元,0,1,28195000,－ ,5345,20,彭靜怡,元大證券股份有限公司,106台北市大安區敦化南路二段67號地下1樓,02-33227981,Fullhome,02-77016887,經理,23827860,www.full-home.com.tw
勤業眾信聯合會計師事務所,"123, Park Ave -3rd, Hsinchu Science Park,Hsinchu, Taiwan 30077, R. O. C.",鄭淂蓁,&#28201;智源,方略,世界,世界先進積體電路股份有限公司,1150904,19941205,19980325,葉慶煌,VIS_PR@vis.com.tw,03-5630666,尉濟時,1878502192,18785021920,新台幣                 10.0000元,0,1,0,－ ,5347,24,黃惠蘭,中國信託商業銀行代理部,台北巿重慶南路一段83號5樓,02-66365566,VIS,03-5770355,副總經理暨財務長,84149358,www.vis.com.tw
佳明聯合會計師事務所,"3F,NO.31, Ke Jung Rd.,Hsinchu Science Park, Chu-Nan, Miao-Li,Taiwan 350, R.O.CMiao-Li,Taiwan , ROC",蔡佳玲,周峻墩,胡湘麒,正能量智能,正能量智能股份有限公司,1150904,19901203,19980429,屏選中,hazel@emtgroup.com.tw,037-585530,蕭世芳,14775917,147759170,新台幣                 10.0000元,0,1,7502717,－ ,5348,37,石介璇,新光證券股份有限公司,台北市中正區重慶南路一段66-1號11樓,(02)2311-8787,EMT,037-585920,財會主管,22099673,https://www.emtgroup.com.tw/
資誠聯合會計師事務所,"No. 6, Technology Road 5, Hsinchu Science Park　　Hsinchu, Taiwan 300092, R.O.C.　　",江采燕,徐聖忠,盧超群,鈺創,鈺創科技股份有限公司,1150904,19910201,19980515,程俊翰,investor@etron.com.tw,(03)5779001,鄧茂松,328636781,3286367810,新台幣                 10.0000元,0,1,0,－ ,5351,24,蔡婷婷,中國信託商銀代理部,台北市重慶南路一段83號5樓,(02)6636-5566,Etron,(03)5782345,處長,22099694,https://www.etron.com
安永聯合會計師事務所,"NO.10 RUNGAN ROAD LUZHU DISTRICT,TAOYUAN CITY,TAIWAN　　　",林秀青,張巧穎,陳俊廷,台林,台林電通股份有限公司,1150904,19800410,19980518,黃文慧,invest@tailyn.com.tw,03-3127314,陳俊廷,75765000,757650000,新台幣                 10.0000元,0,1,0,－ ,5353,27,陳建村,台新綜合證券(股)公司股務代理部,台北市中山區建國北路1段96號地下一樓,02-25048125,Tailyn　　,03-3222201,資深副總經理,12278439,www.tailyn.com.tw
正風聯合會計師事務所,"No. 39-4, Singbang Rd., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)　TAOYUAN TAIWAN. R.O.C　　",賴家裕,吳欣亮,曾繼立,佳總,佳總興業股份有限公司,1150904,19880919,19980623,吳家力,jerry@gia-tzoong.com.tw,03-3676010,缺額待補,77500000,775000000,新台幣                 10.0000元,0,1,8939791,－ ,5355,28,陳冠民,中國信託商業銀行代理部,北市重慶南路一段83號5樓,02-6636-5566,PSC,03-3667382,協理,23063420,www.gia-tzoong.com.tw
勤業眾信聯合會計師事務所,"3F., No.49, Guanqian Rd., Zhongzheng Dist.,Taipei City 100, Taiwan (R.O.C.)",王攀發,彭以驊,林欽淼,協益,協益電子股份有限公司,1150904,19690108,19980720,陳淑娟,ir@sirtec.com.tw,(02)7725-5353,王化立,103040000,1030400000,新台幣                 10.0000元,0,1,0,－ ,5356,25,王化立,國票綜合證券股份有限公司,105411台北市松山區南京東路五段188號15樓,02-2528-8988,SIRTEC　,(02)7725-5356,總經理,35229109,http://www.sirtec.com.tw
安侯建業聯合會計師事務所,"3F, No.162, Sung Chiang RdTaipei,Taiwan,R.O.C",張淑瑩,韓沂璉,楊竫如,力麗店,力麗觀光開發股份有限公司,1150904,19900124,19981207,劉文志,vp@lealeahotel.com,(02)21001799,葉家豪(職務代理),63849940,638499400,新台幣                 10.0000元,0,1,29750000,－ ,5364,16,何宜靜,兆豐證券股份有限公司,台北市中正區忠孝東路二段95號1樓,02-33930898,LEALEA HOTELS,(02)21002128,會計經理,23615486,www.lealeahotel.com
安永聯合會計師事務所,"38-1 TUNG YUAN RDCHUNG-LI TAOYUAN HSIEN, TAIWAN",許新民,呂倩雯,&#20931;俊光,光譜,光譜電工股份有限公司,1150904,19910906,19990319,趙惠娟,service@spe-group.com.tw,03-4514206,謝炳輝,207690562,2076905620,新台幣                 10.0000元,0,1,78160418,－ ,5381,05,謝炳輝,台新綜合證券(股)公司股務代理部,台北市中山區建國北路一段96號B1,02-2504-8125,SPE,03-4610732,總經理,86332422,https://spe-group.com.tw
眾智聯合會計師事務所,"6F, No.716, Chung Cheng Rd.,　　ChungHo District,New Taipei City, Taiwan",楊永成,謝佩芳,柯聰源,青雲,青雲國際科技股份有限公司,1150904,19840626,19990513,邱陳振,stock@albatron.com.tw,02-82273266,邱陳振 (代理總經理),54121322,541213220,新台幣                 10.0000元,0,2,853344,－ ,5386,25,王龍一,中國信託商業銀行股份有限公司,台北市100中正區重慶南路一段八十三號五樓,02-6636-5566,ALBATRON　　,02-82273277,副總經理,21224842,http://www.albatron.com.tw
資誠聯合會計師事務所,"10F, No.101, Fu-Hsing North Road Taipei, Taiwan 105, R.O.CTaipei,Taiwan,R.O.C　　",馮敏娟,阮呂曼玉,董俊仁,能率,能率創新股份有限公司,1150904,19941229,19990614,周哲毅,invest@avy.com.tw,(02)25472909,胡湘麒,176562145,1765621450,新台幣                 10.0000元,0,1,0,－ ,5392,26,董俊毅,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,(02)2702-3999,ABICO AVY,(02)25472089,副董事長,84901089,www.avy.com.tw
安永聯合會計師事務所,"16F.-1, No.239, Sec. 1, Datong Rd., Xizhi Dist.,New Taipei City 221, Taiwan(R.O.C)",黃靖雅,黃子評,林憲宏,慕康生醫,慕康生技醫藥股份有限公司,1150904,19780622,19991011,陳佶甫,stanley.hsiao@mediera.com.tw,2641-6328,陳正林,49465460,494654600,新台幣                 10.0000元,0,1,0,－ ,5398,20,蕭錦龍,康和證券股務代理部,台北市基隆路一段176號B1,87871888,Mediera　,2641-5398,副總,04669623,http://www.mediera.com.tw
安侯建業聯合會計師事務所,"　8th FL.No.151,Xing'ai Rd.,Neihu Dist　　　Taipei Taiwan, R.O.C",黃采&#32482;,黃柏淑,莊斯威,中菲,中菲電腦股份有限公司,1150904,19811121,19991015,張樹義,daphne@ddsc.com.tw,81706168,張樹義,78176123,781761230,新台幣                 10.0000元,0,2,0,－ ,5403,30,吳淑如,台新證券股務代理部,台北市建國北路一段96號B1,25048125,DDSC　,81705168,財務長,12358067,http://www.ddsc.com.tw
勤業眾信聯合會計師事務所,"3F, No. 298, Yang Guang St., Neihu Dist.,Taipei 11491, Taiwan, R.O.C.",張至誼,劉書琳,王超群,國眾,國眾電腦股份有限公司,1150904,19850913,19991126,李祥睿,finance@leosys.com,(02)2799-7789,&#28201;健良,93368623,933686230,新台幣                 10.0000元,0,1,0,－ ,5410,30,彭鴻欽,台新證券股務代理部,臺北市建國北路一段96號地下一樓,(02)2504-8125,LEO,(02)2799-6789,協理,01517124,www.leosys.com
安侯建業聯合會計師事務所,"11Fl., No. 205, Sec. 3, Beishin Rd., Xindian Dist.,New Taipei City 231, Taiwan, R.O.C.",郭仰倫,蕭佩如,王秀亭,台半,台灣半導體股份有限公司,1150904,19790118,20000221,鄭懿誠,margret.luoh@ts.com.tw,89131858,王興磊,263485486,2634854860,新台幣                 10.0000元,0,1,0,－ ,5425,24,吳志寬,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,(02)6636-5566,TSC　　,89131588,法務部處長,34286449,www.taiwansemi.com
安侯建業聯合會計師事務所,"No. 25, Sec. 2, Guangfu Rd., Sanchong Dist,New Taipei City, TAIWAN, R.O.C.　　　",黃欣婷,池世欽,蔡宗勳,振發,振發實業股份有限公司,1150904,19720717,20000209,陳建州,tinaling@chengfwa.com.tw,22783853,蔡宗勳,143800000,1438000000,新台幣                 10.0000元,0,1,0,－ ,5426,25,黎正忠,亞東證券股份有限公司,新北市板橋區新站路16號13樓,(02)7753-1699,　CF　,2995-1436,協理,35320697,www.chengfwa.com.tw
資誠聯合會計師事務所,"6F, No.42, Shing Jung Rd.,Nei Hu Dist., Taipei, Taiwan, R.O.C.",文雅芳,林瑟凱,陳政隆,新門,新門科技股份有限公司,1150904,19900521,20000321,陳思媚,shares@mail.datavision.com.tw,(02)77210241,陳政隆,20687804,206878040,新台幣                 10.0000元,0,2,0,－ ,5432,35,李曉青,統一證券(股)公司股務代理部,台北市松山區東興路8號B1樓,2747-8266,SOLOMON DATA,(02)77210240,專案經理,23746488,https://www.solomon-es.com.tw
